[Version1]
FullName,Value
Controller.Micro850.Micro850.Prog1.Agua_PID_Dint_1,0
Controller.Micro850.Micro850.Prog1.Agua_PID_Dint_2,0
Controller.Micro850.Micro850.Prog1.Agua_Valvula_1_Process,0.0
Controller.Micro850.Micro850.Prog1.Agua_Valvula_2_Process,0.0
Controller.Micro850.Micro850.Prog1.AT1.ATDynaSet,
Controller.Micro850.Micro850.Prog1.AT1.ATReset,
Controller.Micro850.Micro850.Prog1.AT1.Deviation,
Controller.Micro850.Micro850.Prog1.AT1.Load,
Controller.Micro850.Micro850.Prog1.AT1.Step,
Controller.Micro850.Micro850.Prog1.AT2.ATDynaSet,
Controller.Micro850.Micro850.Prog1.AT2.ATReset,
Controller.Micro850.Micro850.Prog1.AT2.Deviation,
Controller.Micro850.Micro850.Prog1.AT2.Load,
Controller.Micro850.Micro850.Prog1.AT2.Step,
Controller.Micro850.Micro850.Prog1.AT3.ATDynaSet,
Controller.Micro850.Micro850.Prog1.AT3.ATReset,
Controller.Micro850.Micro850.Prog1.AT3.Deviation,
Controller.Micro850.Micro850.Prog1.AT3.Load,
Controller.Micro850.Micro850.Prog1.AT3.Step,
Controller.Micro850.Micro850.Prog1.AUTO1,
Controller.Micro850.Micro850.Prog1.AUTO2,
Controller.Micro850.Micro850.Prog1.AUTO3,
Controller.Micro850.Micro850.Prog1.Cont_valvula,0
Controller.Micro850.Micro850.Prog1.CTU_1.CU,FALSE
Controller.Micro850.Micro850.Prog1.CTU_1.CV,0
Controller.Micro850.Micro850.Prog1.CTU_1.P_CU,FALSE
Controller.Micro850.Micro850.Prog1.CTU_1.PV,180
Controller.Micro850.Micro850.Prog1.CTU_1.Q,FALSE
Controller.Micro850.Micro850.Prog1.CTU_1.RESET,FALSE
Controller.Micro850.Micro850.Prog1.CTU_2.CU,FALSE
Controller.Micro850.Micro850.Prog1.CTU_2.CV,0
Controller.Micro850.Micro850.Prog1.CTU_2.P_CU,FALSE
Controller.Micro850.Micro850.Prog1.CTU_2.PV,180
Controller.Micro850.Micro850.Prog1.CTU_2.Q,FALSE
Controller.Micro850.Micro850.Prog1.CTU_2.RESET,FALSE
Controller.Micro850.Micro850.Prog1.Flotador,0.0
Controller.Micro850.Micro850.Prog1.Flotador_PLC,0.0
Controller.Micro850.Micro850.Prog1.GAIN1.DerivativeGain,0.5
Controller.Micro850.Micro850.Prog1.GAIN1.DirectActing,
Controller.Micro850.Micro850.Prog1.GAIN1.ProportionalGain,1.0
Controller.Micro850.Micro850.Prog1.GAIN1.TimeDerivative,0.01
Controller.Micro850.Micro850.Prog1.GAIN1.TimeIntegral,0.001
Controller.Micro850.Micro850.Prog1.GAIN2.DerivativeGain,0.5
Controller.Micro850.Micro850.Prog1.GAIN2.DirectActing,
Controller.Micro850.Micro850.Prog1.GAIN2.ProportionalGain,1.0
Controller.Micro850.Micro850.Prog1.GAIN2.TimeDerivative,0.01
Controller.Micro850.Micro850.Prog1.GAIN2.TimeIntegral,0.001
Controller.Micro850.Micro850.Prog1.GAIN3.DerivativeGain,
Controller.Micro850.Micro850.Prog1.GAIN3.DirectActing,
Controller.Micro850.Micro850.Prog1.GAIN3.ProportionalGain,
Controller.Micro850.Micro850.Prog1.GAIN3.TimeDerivative,
Controller.Micro850.Micro850.Prog1.GAIN3.TimeIntegral,
Controller.Micro850.Micro850.Prog1.Gas,
Controller.Micro850.Micro850.Prog1.Gas_PID,-31.238
Controller.Micro850.Micro850.Prog1.Gas_PID_Dint,-31
Controller.Micro850.Micro850.Prog1.Gas_PLC,-31.25
Controller.Micro850.Micro850.Prog1.Gas_Process,0.0
Controller.Micro850.Micro850.Prog1.Gas_Sim,
Controller.Micro850.Micro850.Prog1.GWR,0.0
Controller.Micro850.Micro850.Prog1.GWR_PLC,0.0
Controller.Micro850.Micro850.Prog1.INI1,
Controller.Micro850.Micro850.Prog1.INI2,
Controller.Micro850.Micro850.Prog1.INI3,
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.AbsoluteError,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATParameters.ATDynaSet,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATParameters.ATReset,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATParameters.Deviation,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATParameters.Load,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATParameters.Step,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ATWarning,0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Auto,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.AutoTune,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.ErrorMode,0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.FeedBack,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Gains.DerivativeGain,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Gains.DirectActing,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Gains.ProportionalGain,0.0001
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Gains.TimeDerivative,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Gains.TimeIntegral,0.0001
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Initialize,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.OutGains.DerivativeGain,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.OutGains.DirectActing,FALSE
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.OutGains.ProportionalGain,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.OutGains.TimeDerivative,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.OutGains.TimeIntegral,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Output,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.Process,0.0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[1],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[10],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[100],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[101],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[102],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[103],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[104],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[105],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[106],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[107],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[108],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[109],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[11],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[110],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[111],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[112],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[113],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[114],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[115],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[116],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[117],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[118],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[119],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[12],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[120],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[121],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[122],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[123],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[124],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[125],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[126],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[127],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[128],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[129],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[13],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[130],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[131],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[132],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[133],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[134],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[135],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[136],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[137],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[138],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[139],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[14],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[140],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[141],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[142],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[143],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[144],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[145],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[146],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[147],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[148],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[149],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[15],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[150],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[151],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[152],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[153],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[154],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[155],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[156],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[157],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[158],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[159],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[16],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[160],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[161],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[162],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[163],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[164],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[165],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[166],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[167],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[168],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[169],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[17],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[170],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[171],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[172],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[173],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[174],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[175],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[176],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[177],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[178],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[179],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[18],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[180],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[181],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[182],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[183],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[184],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[19],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[2],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[20],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[21],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[22],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[23],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[24],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[25],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[26],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[27],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[28],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[29],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[3],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[30],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[31],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[32],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[33],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[34],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[35],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[36],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[37],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[38],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[39],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[4],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[40],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[41],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[42],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[43],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[44],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[45],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[46],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[47],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[48],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[49],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[5],1
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[50],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[51],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[52],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[53],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[54],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[55],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[56],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[57],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[58],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[59],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[6],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[60],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[61],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[62],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[63],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[64],0
Controller.Micro850.Micro850.Prog1.IPIDCONTROLLER_1.RESERVED_IPIDCONTROLLER[65],0
